,ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Purchase Amount,Currency,Subscription Start Date,Subscription Expiration,Demo User,Free Trial User,Free Trial Start Date,Free Trial Expiration,Auto Renew,Country,User Type,Lead Platform,Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,InvoiceDate,Cluster
339,1187,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-20,2020-06-23,No,Yes,3/20/2020,3/23/2020,On,US/Canada,Consumer,Web,Yes,Yes,22.0,19.0,0.0,5.0,0.0,2020-03-20,0
342,1190,GLE,Limited,RENEWAL,Web,79.0,USD,2019-08-13,2020-05-16,No,Yes,8/13/2019,8/16/2019,Off,US/Canada,Consumer,Web,Yes,Yes,11.0,8.0,0.0,2.0,0.0,2019-08-13,1
345,1192,ALL,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-01-25,2022-01-28,No,Yes,1/25/2019,1/28/2019,Off,US/Canada,Consumer,Web,Yes,Yes,2.0,1.0,0.0,1.0,0.0,2019-01-25,1
348,1197,ALL,Limited,INITIAL_PURCHASE,Web,192.39,USD,2020-03-12,2021-03-12,No,Yes,10/17/2019,10/20/2019,On,Europe,Consumer,Web,No,Yes,3.0,3.0,0.0,1.0,0.0,2020-03-12,0
351,1211,RUS,Limited,INITIAL_PURCHASE,Web,47.19,USD,2020-01-21,2020-04-25,No,Yes,1/21/2020,1/24/2020,Off,Europe,Consumer,Web,No,Yes,76.0,73.0,49.0,6.0,2.0,2020-01-21,1
354,1216,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-16,2099-01-01,No,Yes,6/26/2019,6/29/2019,Off,US/Canada,Consumer,Web,Yes,Yes,131.0,0.0,0.0,0.0,0.0,2020-03-16,0
357,1244,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-05,2020-06-16,No,Yes,3/16/2020,3/19/2020,On,US/Canada,Consumer,Web,Yes,Yes,24.0,17.0,1.0,7.0,1.0,2019-11-05,1
360,1253,ALL,Lifetime,INITIAL_PURCHASE,Web,179.1,USD,2020-03-14,2099-01-01,No,Yes,2/16/2020,2/19/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,9.0,5.0,4.0,2.0,2020-03-14,0
363,1265,FRA,Limited,RENEWAL,Web,35.97,USD,2019-06-18,2020-06-27,No,Yes,6/18/2019,6/21/2019,On,US/Canada,Consumer,Web,Yes,Yes,5.0,3.0,1.0,2.0,1.0,2019-06-18,1
366,1274,FRA,Limited,INITIAL_PURCHASE,Web,38.13,USD,2020-03-19,2020-06-22,No,Yes,3/19/2020,3/22/2020,On,US/Canada,Consumer,Web,Yes,Yes,12.0,8.0,0.0,3.0,0.0,2020-03-19,0
369,1277,ESP,Limited,INITIAL_PURCHASE,Web,61.85,USD,2020-02-01,2020-08-21,No,Yes,2/16/2020,2/19/2020,Off,Europe,Consumer,Web,No,Yes,23.0,3.0,0.0,1.0,0.0,2020-02-01,1
372,1281,FRA,Limited,RENEWAL,Web,35.97,USD,2019-09-01,2020-06-10,No,Yes,9/9/2019,9/12/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-09-01,1
375,1337,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-08-27,2020-05-30,No,Yes,8/27/2019,8/30/2019,Off,US/Canada,Consumer,Web,Yes,Yes,4.0,0.0,0.0,0.0,0.0,2019-08-27,1
378,1340,ESP,Limited,RENEWAL,Web,79.0,USD,2019-08-13,2020-05-16,No,Yes,8/13/2019,8/16/2019,On,US/Canada,Consumer,Web,Yes,Yes,7.0,6.0,0.0,2.0,0.0,2019-08-13,1
381,1365,POR,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-07-13,2019-10-16,No,Yes,7/13/2019,7/16/2019,Off,Other,Consumer,Web,Yes,Yes,45.0,0.0,0.0,0.0,0.0,2019-07-13,1
384,1367,FRA,Limited,RENEWAL,Web,79.0,USD,2019-07-28,2020-04-30,No,Yes,7/28/2019,7/31/2019,On,US/Canada,Consumer,Web,Yes,Yes,7.0,5.0,0.0,2.0,0.0,2019-07-28,1
387,1383,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,2020-03-16,2022-03-16,No,Yes,3/16/2020,3/19/2020,On,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2020-03-16,0
390,1393,EBR,Limited,INITIAL_PURCHASE,Web,23.72,USD,2019-12-07,2020-06-19,No,Yes,12/7/2019,12/10/2019,Off,Europe,Consumer,Web,No,Yes,7.0,7.0,0.0,3.0,0.0,2019-12-07,1
393,1404,DEU,Limited,INITIAL_PURCHASE,Web,75.38,USD,2020-02-03,2020-08-06,No,Yes,2/3/2020,2/6/2020,On,Europe,Consumer,Web,No,Yes,65.0,64.0,64.0,3.0,3.0,2020-02-03,0
396,1407,ESP,Limited,RENEWAL,Web,79.0,USD,2019-05-03,2020-04-14,No,Yes,5/3/2019,5/6/2019,Off,US/Canada,Consumer,App,Yes,Yes,8.0,0.0,0.0,0.0,0.0,2019-05-03,1
399,1415,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-04,2099-01-01,No,Yes,2/22/2020,2/25/2020,Off,US/Canada,Consumer,Web,Yes,Yes,36.0,35.0,6.0,6.0,1.0,2020-03-04,0
402,1416,JPN,Limited,INITIAL_PURCHASE,Web,50.82,USD,2020-01-22,2020-04-30,No,Yes,1/22/2020,1/25/2020,Off,Europe,Consumer,Web,No,Yes,16.0,1.0,1.0,1.0,1.0,2020-01-22,1
405,1428,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-01,2099-01-01,No,Yes,3/1/2020,3/4/2020,Off,Other,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-01,0
408,1445,DEU,Limited,INITIAL_PURCHASE,Web,29.64,USD,2019-10-07,2020-01-10,No,Yes,10/7/2019,10/10/2019,Off,Europe,Consumer,Web,Yes,Yes,298.0,241.0,98.0,95.0,30.0,2019-10-07,1
411,1446,FRA,Limited,RENEWAL,Web,79.0,USD,2019-06-12,2020-03-15,No,Yes,6/12/2019,6/15/2019,Off,US/Canada,Consumer,Web,Yes,Yes,7.0,0.0,0.0,0.0,0.0,2019-06-12,1
414,1453,ESC,Limited,INITIAL_PURCHASE,Web,34.05,USD,2020-03-17,2020-06-22,No,Yes,3/17/2020,3/20/2020,On,Europe,Consumer,Web,No,Yes,3.0,0.0,0.0,0.0,0.0,2020-03-17,0
417,1461,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-25,2019-12-28,No,Yes,9/25/2019,9/28/2019,Off,US/Canada,Consumer,Web,Yes,Yes,142.0,2.0,0.0,2.0,0.0,2019-09-25,1
420,1463,DEU,Lifetime,INITIAL_PURCHASE,Web,180.29,USD,2020-03-28,2099-01-01,No,Yes,3/28/2020,3/31/2020,Off,Europe,Consumer,Web,Yes,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-28,0
423,1469,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-11-14,2020-05-21,No,Yes,11/14/2019,11/17/2019,Off,US/Canada,Consumer,Web,Yes,Yes,2.0,0.0,0.0,0.0,0.0,2019-11-14,1
426,1504,RUS,Limited,RENEWAL,Web,79.0,USD,2019-06-03,2019-12-06,No,Yes,6/3/2019,6/6/2019,Off,US/Canada,Consumer,Web,Yes,Yes,16.0,0.0,0.0,0.0,0.0,2019-06-03,1
429,1507,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-20,2020-06-28,No,Yes,3/20/2020,3/27/2020,On,Other,Consumer,Web,No,Yes,1.0,1.0,1.0,1.0,1.0,2020-03-20,0
432,1519,ESP,Limited,RENEWAL,Web,35.97,USD,2019-08-22,2020-05-29,No,Yes,8/22/2019,8/25/2019,Off,US/Canada,Consumer,Web,No,Yes,14.0,14.0,0.0,3.0,0.0,2019-08-22,1
435,1522,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-16,2099-01-01,No,Yes,3/16/2020,3/19/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,6.0,0.0,1.0,0.0,2020-03-16,0
438,1527,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-03-02,2099-01-01,No,Yes,10/30/2019,11/2/2019,Off,US/Canada,Consumer,Web,Yes,Yes,151.0,96.0,3.0,83.0,1.0,2020-03-02,0
441,1529,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-29,2099-01-01,No,Yes,9/8/2019,9/11/2019,Off,US/Canada,Consumer,Web,Yes,Yes,85.0,0.0,0.0,0.0,0.0,2020-03-29,0
444,1550,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-29,2020-01-05,No,Yes,10/1/2019,10/4/2019,Off,US/Canada,Consumer,Web,No,Yes,103.0,1.0,0.0,1.0,0.0,2019-09-29,1
447,1562,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-05-19,2021-05-19,No,Yes,5/16/2019,5/19/2019,Off,US/Canada,Consumer,App,No,Yes,1.0,0.0,0.0,0.0,0.0,2019-05-19,1
450,1564,RUS,Limited,INITIAL_PURCHASE,Web,75.38,USD,2019-09-24,2020-04-01,No,Yes,9/24/2019,9/27/2019,Off,Europe,Consumer,Web,No,Yes,5.0,5.0,4.0,2.0,1.0,2019-09-24,1
453,1583,HIN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-09-24,2019-12-28,No,Yes,9/24/2019,9/27/2019,Off,US/Canada,Consumer,Web,Yes,Yes,152.0,15.0,0.0,15.0,0.0,2019-09-24,1
456,1619,JPN,Limited,RENEWAL,Web,19.99,USD,2018-10-28,2020-05-07,No,Yes,10/28/2018,10/31/2018,Off,US/Canada,Consumer,App,No,Yes,3.0,3.0,0.0,1.0,0.0,2018-10-28,1
459,1639,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-18,2020-02-21,No,Yes,11/18/2019,11/21/2019,Off,Other,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2019-11-18,1
462,1668,DEU,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-10-24,2019-11-24,No,Yes,10/24/2018,10/27/2018,On,Europe,Consumer,App,Yes,Yes,193.0,54.0,0.0,54.0,0.0,2018-10-24,1
465,1676,HEB,Limited,RENEWAL,Web,79.0,USD,2019-09-25,2020-04-14,No,Yes,9/25/2019,9/28/2019,Off,US/Canada,Consumer,Web,No,Yes,2.0,0.0,0.0,0.0,0.0,2019-09-25,1
468,1707,ITA,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-12-26,2020-03-30,No,Yes,12/26/2019,12/29/2019,Off,US/Canada,Consumer,Web,No,Yes,10.0,9.0,9.0,1.0,1.0,2019-12-26,1
471,1717,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-28,2099-01-01,No,Yes,3/18/2020,3/21/2020,Off,Other,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-03-28,0
474,1725,ALL,Limited,INITIAL_PURCHASE,Web,104.39,USD,2020-03-14,2021-03-14,No,Yes,3/14/2020,3/17/2020,On,US/Canada,Consumer,Web,Yes,Yes,178.0,40.0,24.0,16.0,2.0,2020-03-14,0
477,1767,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-20,2020-02-24,No,Yes,11/20/2019,11/23/2019,Off,US/Canada,Consumer,Web,Yes,Yes,47.0,6.0,0.0,4.0,0.0,2019-11-20,1
480,1775,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-24,2099-01-01,No,Yes,1/10/2020,1/13/2020,Off,US/Canada,Consumer,Web,Yes,Yes,137.0,40.0,15.0,14.0,4.0,2020-02-24,2
483,1778,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-24,2099-01-01,No,Yes,8/1/2019,8/4/2019,Off,US/Canada,Consumer,Web,Yes,Yes,108.0,16.0,4.0,15.0,3.0,2020-02-24,0
486,1800,ITA,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-08-15,2020-02-15,No,Yes,8/13/2019,8/16/2019,Off,US/Canada,Consumer,Web,Yes,Yes,24.0,0.0,0.0,0.0,0.0,2019-08-15,1
489,1803,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-22,2020-06-25,No,Yes,3/22/2020,3/25/2020,On,US/Canada,Consumer,Web,Yes,Yes,133.0,133.0,126.0,3.0,1.0,2020-03-22,0
492,1807,RUS,Limited,INITIAL_PURCHASE,Web,29.64,USD,2020-02-23,2020-06-14,No,Yes,2/23/2020,2/26/2020,Off,Europe,Consumer,Web,No,Yes,113.0,52.0,0.0,20.0,0.0,2020-02-23,1
495,1816,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-02-13,2099-01-01,No,Yes,2/13/2020,2/16/2020,Off,US/Canada,Consumer,Web,Yes,Yes,8.0,2.0,0.0,2.0,0.0,2020-02-13,0
498,1818,DEU,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-16,2020-04-20,No,Yes,1/17/2020,1/20/2020,Off,Other,Consumer,Web,No,Yes,4.0,0.0,0.0,0.0,0.0,2020-01-16,1
501,1832,ESP,Limited,INITIAL_PURCHASE,Web,32.37,USD,2019-10-01,2020-01-04,No,Yes,10/1/2019,10/4/2019,Off,US/Canada,Consumer,Web,Yes,Yes,180.0,31.0,1.0,14.0,1.0,2019-10-01,1
504,1833,ESP,Limited,INITIAL_PURCHASE,Web,86.6,USD,2019-10-18,2020-10-21,No,Yes,10/18/2019,10/21/2019,Off,Europe,Consumer,Web,Yes,Yes,2.0,1.0,0.0,1.0,0.0,2019-10-18,1
507,1834,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-24,2020-05-24,No,Yes,2/24/2020,2/27/2020,On,US/Canada,Consumer,Web,Yes,Yes,9.0,2.0,0.0,1.0,0.0,2020-02-24,1
510,1836,ALL,Lifetime,INITIAL_PURCHASE,Web,211.64,USD,2020-03-22,2099-01-01,No,Yes,3/21/2020,3/24/2020,Off,US/Canada,Consumer,Web,Yes,Yes,12.0,3.0,0.0,2.0,0.0,2020-03-22,0
513,1849,SVE,Limited,RENEWAL,Web,79.0,USD,2019-06-03,2020-03-06,No,Yes,6/3/2019,6/6/2019,Off,US/Canada,Consumer,Web,Yes,Yes,27.0,0.0,0.0,0.0,0.0,2019-06-03,1
516,1869,FRA,Limited,INITIAL_PURCHASE,Web,38.67,USD,2019-08-22,2019-11-22,No,Yes,8/16/2019,8/19/2019,Off,US/Canada,Consumer,Web,Yes,Yes,11.0,11.0,0.0,4.0,0.0,2019-08-22,1
519,1879,ESC,Limited,INITIAL_PURCHASE,Web,40.87,USD,2020-03-24,2020-06-29,No,Yes,3/24/2020,3/27/2020,Off,Europe,Consumer,Web,No,Yes,6.0,6.0,4.0,3.0,2.0,2020-03-24,0
522,1886,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-13,2020-05-14,No,Yes,2/10/2020,2/13/2020,On,US/Canada,Consumer,Web,Yes,Yes,196.0,187.0,184.0,5.0,2.0,2019-11-13,1
525,1916,SVE,Lifetime,INITIAL_PURCHASE,Web,107.9,USD,2020-01-17,2099-01-01,Yes,Yes,1/14/2020,1/17/2020,Off,Europe,Consumer,App,No,Yes,39.0,39.0,22.0,6.0,4.0,2020-01-17,2
528,1924,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-11-01,2020-02-05,No,Yes,11/1/2019,11/4/2019,Off,US/Canada,Consumer,Web,Yes,Yes,18.0,17.0,8.0,9.0,3.0,2019-11-01,1
531,1937,ENG,Limited,RENEWAL,Web,79.0,USD,2019-07-29,2020-05-06,No,Yes,7/29/2019,8/1/2019,Off,US/Canada,Consumer,Web,Yes,Yes,9.0,1.0,0.0,1.0,0.0,2019-07-29,1
534,1945,ENG,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-09-11,2019-12-17,No,Yes,9/11/2019,9/14/2019,Off,US/Canada,Consumer,Web,Yes,Yes,11.0,0.0,0.0,0.0,0.0,2019-09-11,1
537,1969,SVE,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-27,2020-05-02,No,Yes,1/27/2020,1/30/2020,Off,Europe,Consumer,Web,No,Yes,6.0,0.0,0.0,0.0,0.0,2020-01-27,1
540,1995,SVE,Limited,INITIAL_PURCHASE,Web,137.61,USD,2020-02-12,2021-02-15,No,Yes,2/12/2020,2/15/2020,On,Europe,Consumer,Web,No,Yes,1.0,0.0,0.0,0.0,0.0,2020-02-12,0
543,2007,ESP,Limited,RENEWAL,Web,35.97,USD,2019-08-19,2020-05-22,No,Yes,8/19/2019,8/22/2019,On,US/Canada,Consumer,Web,Yes,Yes,4.0,1.0,0.0,1.0,0.0,2019-08-19,1
546,2016,JPN,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-18,2020-06-03,No,Yes,1/18/2020,1/21/2020,On,US/Canada,Consumer,Web,Yes,Yes,80.0,13.0,0.0,9.0,0.0,2020-01-18,1
549,2038,ALL,Lifetime,INITIAL_PURCHASE,Web,205.3,USD,2020-03-02,2099-01-01,No,Yes,12/24/2019,12/27/2019,Off,US/Canada,Consumer,Web,Yes,Yes,232.0,193.0,38.0,7.0,2.0,2020-03-02,0
552,2039,ITA,Limited,RENEWAL,Web,35.97,USD,2020-01-12,2020-07-12,No,Yes,3/4/2020,3/7/2020,On,US/Canada,Consumer,Web,Yes,Yes,49.0,38.0,30.0,14.0,8.0,2020-01-12,1
555,2050,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-19,2099-01-01,Yes,Yes,3/19/2020,3/22/2020,Off,US/Canada,Consumer,App,No,Yes,12.0,1.0,1.0,1.0,1.0,2020-03-19,2
558,2073,ESP,Limited,INITIAL_PURCHASE,Web,41.83,USD,2019-07-01,2019-10-04,No,Yes,7/1/2019,7/4/2019,Off,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-07-01,1
561,2079,ESP,Limited,INITIAL_PURCHASE,Web,137.61,USD,2020-01-27,2020-07-30,No,Yes,1/27/2020,1/30/2020,Off,Europe,Consumer,Web,No,Yes,23.0,22.0,20.0,3.0,2.0,2020-01-27,0
564,2090,ESP,Limited,RENEWAL,Web,79.0,USD,2019-07-12,2020-01-15,No,Yes,7/12/2019,7/15/2019,Off,US/Canada,Consumer,Web,Yes,Yes,62.0,0.0,0.0,0.0,0.0,2019-07-12,1
567,2115,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-03-26,2020-07-06,No,Yes,3/30/2020,4/6/2020,On,US/Canada,Consumer,Web,Yes,Yes,25.0,9.0,0.0,1.0,0.0,2020-03-26,0
570,2136,RUS,Limited,RENEWAL,Web,35.97,USD,2019-09-23,2020-06-26,No,Yes,9/23/2019,9/26/2019,On,US/Canada,Other,Web,No,Yes,7.0,7.0,0.0,2.0,0.0,2019-09-23,1
573,2142,ESP,Limited,INITIAL_PURCHASE,Web,64.61,USD,2019-10-24,2020-04-27,No,Yes,10/30/2019,11/2/2019,Off,Europe,Consumer,Web,No,Yes,3.0,3.0,1.0,2.0,1.0,2019-10-24,1
576,2154,ALL,Limited,INITIAL_PURCHASE,Web,95.88,USD,2020-03-08,2021-03-08,No,Yes,1/2/2020,1/5/2020,On,US/Canada,Consumer,Web,Yes,Yes,14.0,0.0,0.0,0.0,0.0,2020-03-08,0
579,2163,ESP,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-01-21,2099-01-01,No,Yes,1/21/2020,1/24/2020,Off,US/Canada,Consumer,Web,Yes,Yes,8.0,0.0,0.0,0.0,0.0,2020-01-21,0
582,2169,DEU,Limited,RENEWAL,Web,49.83,USD,2019-11-17,2020-08-26,No,Yes,11/17/2019,11/20/2019,Off,Europe,Consumer,Web,No,Yes,6.0,6.0,0.0,1.0,0.0,2019-11-17,1
585,2172,TGL,Limited,INITIAL_PURCHASE,Web,0.0,USD,2019-04-18,2021-04-18,No,Yes,3/28/2020,4/4/2020,Off,US/Canada,Consumer,Web,Yes,Yes,5.0,4.0,3.0,2.0,1.0,2019-04-18,1
588,2183,ESP,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-06-26,2019-09-29,No,Yes,6/26/2019,6/29/2019,Off,US/Canada,Consumer,Web,Yes,Yes,153.0,3.0,0.0,3.0,0.0,2019-06-26,1
591,2193,GRK,Limited,INITIAL_PURCHASE,Web,50.82,USD,2020-02-12,2020-05-15,No,Yes,2/12/2020,2/15/2020,Off,Europe,Consumer,Web,No,Yes,11.0,4.0,3.0,2.0,1.0,2020-02-12,1
594,2196,ESP,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-02-11,2020-07-07,No,Yes,2/11/2020,2/14/2020,On,Other,Consumer,Web,No,Yes,101.0,55.0,12.0,39.0,9.0,2020-02-11,1
597,2213,ESP,Limited,INITIAL_PURCHASE,Web,38.99,USD,2019-11-17,2020-02-24,No,Yes,11/17/2019,11/20/2019,Off,US/Canada,Consumer,Web,Yes,Yes,75.0,23.0,3.0,11.0,1.0,2019-11-17,1
600,2216,CHI,Limited,INITIAL_PURCHASE,Web,54.54,USD,2019-09-10,2020-04-02,No,Yes,9/10/2019,9/13/2019,Off,US/Canada,Consumer,Web,Yes,Yes,3.0,0.0,0.0,0.0,0.0,2019-09-10,1
603,2217,FRA,Limited,INITIAL_PURCHASE,Web,119.0,USD,2019-11-18,2020-05-18,No,Yes,1/6/2020,1/9/2020,Off,US/Canada,Consumer,Web,No,Yes,2.0,1.0,0.0,1.0,0.0,2019-11-18,1
606,2223,JPN,Lifetime,INITIAL_PURCHASE,Web,180.29,USD,2020-03-21,2099-01-01,No,Yes,3/21/2020,3/24/2020,Off,Europe,Consumer,Web,No,Yes,3.0,0.0,0.0,0.0,0.0,2020-03-21,0
609,2228,ESP,Limited,INITIAL_PURCHASE,Web,65.94,USD,2019-12-12,2020-06-18,No,Yes,12/15/2019,12/18/2019,Off,US/Canada,Consumer,Web,Yes,Yes,3.0,3.0,1.0,3.0,1.0,2019-12-12,1
612,2231,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-20,2020-07-03,No,Yes,1/20/2020,1/23/2020,On,US/Canada,Consumer,Web,No,Yes,70.0,5.0,1.0,2.0,1.0,2020-01-20,1
615,2246,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-22,2099-01-01,No,Yes,2/21/2020,2/24/2020,Off,US/Canada,Consumer,Web,Yes,Yes,383.0,360.0,202.0,141.0,29.0,2020-02-22,0
618,2258,FRA,Limited,RENEWAL,Web,79.0,USD,2019-08-07,2020-05-10,No,Yes,8/7/2019,8/10/2019,On,US/Canada,Consumer,Web,Yes,Yes,7.0,6.0,0.0,2.0,0.0,2019-08-07,1
621,2277,ENG,Limited,RENEWAL,Web,35.97,USD,2019-09-05,2020-07-02,No,Yes,3/3/2020,3/6/2020,On,US/Canada,Consumer,Web,Yes,Yes,7.0,6.0,0.0,2.0,0.0,2019-09-05,1
624,2289,FRA,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-12-29,2020-04-03,No,Yes,12/29/2019,1/1/2020,Off,US/Canada,Consumer,Web,Yes,Yes,36.0,34.0,8.0,9.0,2.0,2019-12-29,1
627,2300,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-19,2099-01-01,No,Yes,3/11/2020,3/14/2020,Off,Other,Consumer,Web,No,Yes,1.0,1.0,0.0,1.0,0.0,2020-03-19,0
630,2311,ALL,Lifetime,INITIAL_PURCHASE,Web,199.0,USD,2020-03-23,2099-01-01,No,Yes,3/23/2020,3/26/2020,Off,Europe,Consumer,Web,No,Yes,145.0,39.0,17.0,25.0,5.0,2020-03-23,2
633,2347,POL,Limited,INITIAL_PURCHASE,Web,40.87,USD,2020-03-18,2020-06-21,No,Yes,3/18/2020,3/21/2020,On,Europe,Consumer,Web,No,Yes,3.0,0.0,0.0,0.0,0.0,2020-03-18,0
636,2350,ALL,Lifetime,INITIAL_PURCHASE,Web,249.0,USD,2020-03-15,2099-01-01,No,Yes,3/15/2020,3/18/2020,Off,US/Canada,Consumer,Web,Yes,Yes,143.0,1.0,0.0,1.0,0.0,2020-03-15,0
639,2363,FRA,Limited,INITIAL_PURCHASE,Web,68.11,USD,2020-01-05,2020-06-26,No,Yes,1/5/2020,1/8/2020,On,Europe,Consumer,App,Yes,Yes,113.0,87.0,50.0,32.0,12.0,2020-01-05,1
642,1916,SVE,Lifetime,INITIAL_PURCHASE,Web,107.9,USD,2020-01-17,2099-01-01,Yes,Yes,1/14/2020,1/17/2020,Off,Europe,Consumer,Web,No,Yes,39.0,39.0,22.0,6.0,4.0,2020-01-17,2
645,2370,ALL,Limited,INITIAL_PURCHASE,Web,143.76,USD,2020-03-06,2022-03-06,No,Yes,1/17/2020,1/20/2020,On,US/Canada,Consumer,Web,Yes,Yes,110.0,21.0,12.0,9.0,4.0,2020-03-06,0
648,2373,JPN,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-11-29,2020-02-29,No,Yes,10/22/2019,10/25/2019,Off,US/Canada,Consumer,App,Yes,Yes,27.0,0.0,0.0,0.0,0.0,2019-11-29,1
651,2394,RUS,Limited,INITIAL_PURCHASE,Web,35.97,USD,2019-07-21,2019-10-25,No,Yes,7/21/2019,7/24/2019,Off,US/Canada,Consumer,App,Yes,Yes,120.0,0.0,0.0,0.0,0.0,2019-07-21,1
654,2395,ALL,Lifetime,INITIAL_PURCHASE,Web,189.0,USD,2020-02-07,2099-01-01,Yes,Yes,2/7/2020,2/10/2020,Off,US/Canada,Consumer,Web,No,Yes,2.0,2.0,0.0,2.0,0.0,2020-02-07,2
657,2396,RUS,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-12-12,2019-12-17,No,Yes,12/13/2019,12/16/2019,Off,US/Canada,Consumer,Web,Yes,Yes,3.0,2.0,0.0,2.0,0.0,2018-12-12,1
660,2401,RUS,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-06-21,2019-09-24,No,Yes,6/21/2019,6/24/2019,Off,US/Canada,Consumer,Web,Yes,Yes,40.0,0.0,0.0,0.0,0.0,2019-06-21,1
663,2417,SVE,Limited,INITIAL_PURCHASE,Web,39.0,USD,2019-12-02,2020-03-05,No,Yes,12/2/2019,12/5/2019,Off,US/Canada,Consumer,Web,Yes,Yes,32.0,6.0,4.0,2.0,1.0,2019-12-02,1
666,2432,ESP,Limited,INITIAL_PURCHASE,Web,0.0,USD,2018-11-06,2019-12-30,No,Yes,11/6/2018,11/9/2018,Off,US/Canada,Consumer,App,Yes,Yes,164.0,2.0,1.0,2.0,1.0,2018-11-06,1
669,2439,ENG,Limited,INITIAL_PURCHASE,Web,35.97,USD,2020-01-31,2020-05-03,No,Yes,1/31/2020,2/3/2020,On,US/Canada,Consumer,Web,Yes,Yes,10.0,2.0,2.0,1.0,1.0,2020-01-31,1
672,2441,ALL,Lifetime,INITIAL_PURCHASE,Web,211.44,USD,2020-01-27,2099-01-01,No,Yes,1/9/2020,1/12/2020,Off,US/Canada,Consumer,Web,Yes,Yes,37.0,24.0,0.0,14.0,0.0,2020-01-27,0
675,2453,ALL,Lifetime,INITIAL_PURCHASE,Web,210.94,USD,2020-03-16,2099-01-01,No,Yes,3/7/2020,3/10/2020,Off,US/Canada,Consumer,Web,Yes,Yes,14.0,3.0,0.0,1.0,0.0,2020-03-16,0
